Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2,19.0,7.0,0.0,3.7,0.9,2.0,0.429,0.0,0.9,0.0,0.9,1.1,0.75,0.429,0.0,0.3,0.0,0.1,0.3,0.4,0.1,0.3,0.0,0.4,0.1,1.7
4,27.0,32.0,3.0,22.9,2.3,6.2,0.381,1.6,4.6,0.338,0.8,1.5,0.51,0.508,1.5,1.8,0.814,1.1,3.4,4.5,1.5,0.3,0.6,0.9,2.5,7.8
3,21.0,25.0,0.0,10.2,1.1,3.1,0.346,0.7,2.0,0.353,0.4,1.1,0.333,0.462,0.3,0.6,0.533,0.2,0.5,0.7,0.8,0.4,0.0,0.6,0.6,3.2
3,25.0,20.0,1.0,7.2,1.2,2.5,0.469,0.4,1.0,0.35,0.8,1.5,0.552,0.541,0.2,0.2,1.0,0.2,1.3,1.4,0.2,0.2,0.1,0.4,0.9,2.9
5,26.0,37.0,15.0,26.1,3.6,6.7,0.538,0.4,1.0,0.351,3.3,5.7,0.571,0.564,1.5,2.1,0.722,2.2,5.5,7.7,3.2,1.5,0.7,1.3,3.0,9.1
1,27.0,29.0,0.0,15.5,2.6,6.3,0.41,1.1,2.7,0.392,1.5,3.6,0.423,0.495,2.1,2.4,0.857,0.3,1.3,1.6,1.8,0.6,0.2,1.0,1.1,8.3
1,26.0,16.0,0.0,9.8,1.6,3.0,0.542,0.4,1.2,0.368,1.2,1.8,0.655,0.615,0.7,0.8,0.917,0.1,1.1,1.3,1.9,0.4,0.0,0.9,0.9,4.4
4,25.0,26.0,0.0,6.6,1.1,2.4,0.444,0.7,1.7,0.419,0.4,0.8,0.5,0.587,0.3,0.3,0.889,0.2,1.0,1.2,0.5,0.2,0.0,0.2,0.9,3.2
5,33.0,13.0,0.0,11.8,1.6,3.4,0.477,0.0,0.0,0.0,1.6,3.4,0.477,0.477,0.9,1.6,0.571,0.8,2.3,3.1,1.1,0.2,0.5,1.2,1.8,4.2
5,24.0,37.0,1.0,13.9,2.1,3.5,0.597,0.0,0.0,0.0,2.1,3.5,0.597,0.597,0.9,1.3,0.729,1.8,2.9,4.7,0.6,1.1,1.5,0.6,2.2,5.1
4,40.0,10.0,0.0,9.6,1.4,4.4,0.318,0.7,2.6,0.269,0.7,1.8,0.389,0.398,0.6,0.6,1.0,0.0,1.5,1.5,0.2,0.0,0.2,0.4,1.2,4.1
1,20.0,35.0,14.0,21.1,2.3,6.5,0.349,0.9,2.9,0.3,1.4,3.7,0.388,0.415,0.6,0.7,0.808,0.2,1.7,1.9,2.5,0.7,0.3,1.3,2.5,6.0
3,28.0,13.0,0.0,4.9,0.7,1.6,0.429,0.4,1.0,0.385,0.3,0.6,0.5,0.548,0.3,0.3,1.0,0.0,0.3,0.3,0.4,0.1,0.0,0.1,0.3,2.1
5,24.0,39.0,39.0,27.2,5.6,11.2,0.498,0.1,0.6,0.13,5.5,10.6,0.518,0.501,3.7,4.9,0.75,3.5,6.9,10.4,2.9,1.2,1.3,2.3,3.2,14.9
2,26.0,21.0,6.0,16.4,2.0,4.7,0.424,0.4,1.7,0.257,1.6,3.0,0.516,0.47,1.5,2.4,0.64,0.5,2.3,2.8,0.7,0.6,0.3,0.4,1.7,6.0
3,25.0,39.0,3.0,15.8,1.6,3.5,0.453,0.5,1.4,0.364,1.1,2.1,0.512,0.526,0.3,0.5,0.667,0.3,2.4,2.7,1.2,0.6,0.2,0.8,1.7,4.0
5,28.0,17.0,0.0,6.6,1.2,2.6,0.477,0.0,0.3,0.0,1.2,2.3,0.538,0.477,0.4,0.4,1.0,0.7,1.7,2.4,1.2,0.2,0.5,0.5,1.2,2.8
4,24.0,28.0,2.0,11.5,1.4,3.4,0.421,0.6,2.0,0.304,0.8,1.4,0.59,0.511,0.4,0.6,0.647,0.5,1.3,1.8,0.3,0.2,0.0,0.4,0.9,3.9
5,23.0,20.0,3.0,8.0,1.8,3.4,0.537,0.0,0.0,0.0,1.8,3.4,0.537,0.537,0.8,1.0,0.789,1.2,1.2,2.4,0.2,0.1,0.2,0.4,1.5,4.4
1,21.0,23.0,4.0,18.6,2.4,6.3,0.389,0.8,2.5,0.316,1.7,3.8,0.437,0.451,0.7,0.7,0.882,0.3,1.6,1.9,2.3,0.7,0.1,1.5,2.5,6.3
2,20.0,31.0,9.0,19.7,2.2,6.1,0.356,0.6,2.4,0.243,1.6,3.7,0.43,0.404,1.5,2.1,0.723,0.6,2.5,3.1,1.2,0.9,0.4,0.8,2.0,6.4
2,26.0,27.0,27.0,32.8,7.4,17.1,0.434,2.2,6.4,0.347,5.2,10.7,0.486,0.499,3.1,4.2,0.737,0.4,5.9,6.3,5.4,1.8,0.4,2.4,1.9,20.2
4,27.0,36.0,5.0,20.8,3.0,6.7,0.45,1.5,4.3,0.351,1.5,2.4,0.628,0.563,2.1,2.6,0.8,1.0,3.3,4.3,2.0,0.7,0.4,1.3,2.3,9.6
3,23.0,37.0,36.0,31.8,4.1,10.5,0.392,1.4,4.6,0.3,2.8,5.9,0.464,0.458,1.9,2.4,0.795,0.6,4.4,5.0,2.2,0.6,0.2,1.6,2.4,11.5
3,23.0,38.0,7.0,25.8,4.4,10.2,0.43,1.4,4.4,0.323,3.0,5.8,0.511,0.5,2.2,2.7,0.808,0.7,3.4,4.1,0.7,0.8,0.8,1.1,2.5,12.4
5,34.0,32.0,0.0,13.1,1.3,3.2,0.412,0.0,0.1,0.0,1.3,3.1,0.424,0.412,1.8,2.3,0.77,1.8,2.7,4.4,1.5,0.7,0.3,0.8,2.2,4.4
4,23.0,30.0,17.0,29.6,5.9,13.2,0.451,0.9,3.1,0.29,5.0,10.1,0.5,0.485,2.1,2.9,0.724,1.2,5.6,6.8,2.2,0.6,0.3,2.6,2.3,14.9
1,36.0,33.0,0.0,18.7,3.8,8.5,0.443,0.2,0.9,0.267,3.5,7.6,0.464,0.457,1.7,2.4,0.688,0.2,1.4,1.6,3.8,0.5,0.2,1.2,0.9,9.4
3,30.0,3.0,3.0,15.3,2.3,5.7,0.412,1.0,3.3,0.3,1.3,2.3,0.571,0.5,0.0,0.0,0.0,0.3,1.0,1.3,0.7,0.3,0.3,0.7,2.3,5.7
4,29.0,38.0,3.0,14.7,1.4,4.0,0.346,0.8,2.5,0.313,0.6,1.5,0.404,0.444,0.4,0.7,0.64,0.7,1.8,2.5,0.5,0.3,0.2,0.4,0.8,4.0
1,33.0,26.0,26.0,33.2,5.3,12.7,0.415,2.0,5.8,0.353,3.2,6.9,0.467,0.495,3.0,3.7,0.813,0.6,3.4,4.0,8.0,2.1,0.3,3.0,2.6,15.6
1,24.0,31.0,12.0,17.3,2.2,5.4,0.411,0.5,1.9,0.271,1.7,3.5,0.486,0.458,0.7,0.8,0.88,0.3,1.4,1.7,2.7,0.6,0.2,1.1,1.6,5.7
1,24.0,8.0,8.0,26.3,4.6,9.4,0.493,0.8,1.8,0.429,3.9,7.6,0.508,0.533,1.5,2.1,0.706,1.0,3.3,4.3,5.6,0.8,0.1,2.5,2.3,11.5
2,23.0,5.0,0.0,8.6,0.6,2.4,0.25,0.0,1.2,0.0,0.6,1.2,0.5,0.25,0.4,0.4,1.0,0.2,1.4,1.6,1.6,0.2,0.0,0.2,0.2,1.6
5,28.0,36.0,10.0,20.4,3.1,5.2,0.585,0.0,0.1,0.333,3.0,5.1,0.589,0.588,1.1,2.5,0.461,2.3,3.8,6.1,2.3,1.1,0.9,1.6,3.2,7.3
5,30.0,18.0,0.0,9.6,1.8,2.7,0.667,0.0,0.0,0.0,1.8,2.7,0.667,0.667,0.9,1.7,0.533,0.9,1.3,2.2,0.9,0.3,0.2,0.6,0.8,4.4
5,23.0,35.0,4.0,15.3,2.4,4.0,0.612,0.0,0.0,0.0,2.4,4.0,0.612,0.612,0.8,1.3,0.63,2.3,2.9,5.1,1.2,0.2,0.7,0.7,1.5,5.7
3,30.0,29.0,0.0,6.0,0.6,1.1,0.515,0.2,0.4,0.385,0.4,0.7,0.6,0.591,0.9,1.1,0.806,0.2,0.9,1.1,0.5,0.3,0.0,0.3,0.6,2.2
3,25.0,27.0,25.0,28.6,4.7,9.6,0.488,1.3,3.8,0.35,3.4,5.8,0.58,0.558,0.9,1.2,0.758,1.0,4.5,5.5,2.0,1.5,0.6,0.9,1.5,11.7
4,23.0,9.0,4.0,24.4,4.8,11.6,0.413,0.7,2.7,0.25,4.1,8.9,0.463,0.442,1.7,2.4,0.682,1.4,6.6,8.0,1.2,0.4,0.8,1.4,2.7,11.9
5,27.0,34.0,0.0,16.5,3.0,5.4,0.56,0.3,1.6,0.185,2.7,3.8,0.719,0.588,2.3,3.0,0.765,1.3,2.9,4.3,0.9,0.5,0.6,0.9,2.8,8.6
2,25.0,18.0,2.0,17.6,2.5,5.3,0.469,0.8,2.5,0.333,1.7,2.8,0.588,0.547,0.7,0.9,0.813,0.1,2.1,2.2,1.2,0.6,0.2,0.8,1.6,6.6
4,25.0,18.0,1.0,13.5,1.9,3.6,0.538,0.4,1.0,0.389,1.6,2.6,0.596,0.592,0.6,1.2,0.524,1.3,1.9,3.3,0.7,0.2,0.4,0.6,2.2,4.9
4,23.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
4,21.0,12.0,0.0,6.9,1.2,1.9,0.609,0.0,0.2,0.0,1.2,1.8,0.667,0.609,0.4,0.6,0.714,1.0,1.8,2.8,0.8,0.1,0.2,0.8,1.3,2.8
1,25.0,9.0,0.0,14.7,2.1,4.8,0.442,1.1,2.4,0.455,1.0,2.3,0.429,0.558,1.4,1.9,0.765,0.6,0.7,1.2,1.9,0.8,0.1,1.1,2.0,6.8
5,24.0,38.0,18.0,29.2,7.4,13.7,0.543,0.6,1.8,0.329,6.8,11.9,0.576,0.565,4.4,6.3,0.704,2.4,6.9,9.3,2.7,0.6,0.6,2.4,3.5,19.9
2,34.0,39.0,26.0,30.9,6.1,13.8,0.443,2.9,7.6,0.379,3.2,6.2,0.523,0.548,3.1,3.4,0.903,0.2,2.1,2.3,2.8,0.3,0.2,1.4,1.9,18.3
2,23.0,4.0,0.0,2.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0
2,25.0,36.0,36.0,35.0,6.4,15.6,0.409,2.6,6.9,0.381,3.8,8.8,0.43,0.492,3.1,3.6,0.862,0.9,3.1,3.9,3.7,1.2,0.6,1.9,2.9,18.5
2,23.0,19.0,0.0,5.0,0.4,1.4,0.308,0.4,1.2,0.318,0.1,0.2,0.25,0.442,0.2,0.3,0.8,0.1,0.6,0.7,0.0,0.1,0.0,0.4,0.7,1.4
2,26.0,34.0,4.0,25.6,2.9,7.3,0.398,1.3,4.0,0.328,1.6,3.3,0.482,0.488,0.8,1.5,0.519,0.4,2.2,2.6,2.2,0.6,0.3,1.2,2.6,7.9
3,23.0,2.0,0.0,9.0,2.0,3.5,0.571,0.0,0.0,0.0,2.0,3.5,0.571,0.571,1.0,1.5,0.667,1.0,2.0,3.0,0.5,1.0,0.5,0.0,1.0,5.0
4,24.0,4.0,0.0,7.3,0.5,1.5,0.333,0.5,1.5,0.333,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.3,1.3,0.0,0.3,0.0,0.0,0.3,1.5
3,25.0,25.0,16.0,15.6,1.7,4.3,0.389,0.4,1.5,0.297,1.2,2.8,0.437,0.44,0.9,1.0,0.846,0.3,1.2,1.5,0.5,0.4,0.2,0.5,1.0,4.7
2,21.0,8.0,0.0,5.0,1.1,2.3,0.5,0.6,1.1,0.556,0.5,1.1,0.444,0.639,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.0,0.0,0.1,0.8,2.9
5,20.0,28.0,12.0,17.2,2.0,3.2,0.64,0.0,0.0,0.0,2.0,3.2,0.64,0.64,0.6,1.1,0.531,2.1,1.8,3.9,0.6,0.7,1.8,0.6,3.2,4.7
1,32.0,14.0,2.0,24.4,3.6,7.9,0.45,0.7,2.0,0.357,2.9,5.9,0.482,0.495,0.6,0.9,0.615,0.8,3.6,4.4,6.7,1.0,0.0,2.1,2.1,8.4
1,30.0,32.0,11.0,29.8,7.4,15.2,0.486,1.5,3.3,0.462,5.8,11.9,0.492,0.536,2.6,3.1,0.838,0.7,2.2,2.8,4.8,0.7,0.3,1.8,1.3,18.9
2,27.0,38.0,0.0,25.6,5.0,11.6,0.433,2.1,5.5,0.389,2.9,6.1,0.472,0.525,1.1,1.3,0.82,0.3,2.8,3.1,1.4,0.8,0.4,1.1,1.7,13.3
1,24.0,38.0,4.0,23.1,3.1,8.2,0.383,1.5,4.1,0.359,1.7,4.1,0.406,0.473,1.0,1.3,0.765,0.5,3.5,3.9,2.8,0.9,0.3,0.8,1.4,8.8
1,28.0,38.0,38.0,29.8,4.5,11.4,0.393,1.4,4.2,0.335,3.1,7.2,0.427,0.455,2.3,2.8,0.84,0.4,3.3,3.7,6.3,1.3,0.2,3.1,2.8,12.8
1,22.0,39.0,39.0,29.5,7.1,16.8,0.42,2.4,6.7,0.354,4.7,10.1,0.464,0.491,1.6,2.0,0.808,0.5,3.3,3.8,6.4,1.2,0.3,2.9,1.7,18.2
5,22.0,36.0,1.0,24.9,5.9,9.3,0.631,0.1,0.2,0.833,5.8,9.2,0.627,0.638,2.9,3.9,0.752,2.6,7.0,9.6,2.8,0.6,0.6,2.5,3.2,14.9
4,24.0,38.0,14.0,25.8,3.8,9.0,0.425,1.4,4.2,0.338,2.4,4.8,0.503,0.504,1.6,1.8,0.897,1.4,4.5,5.9,1.6,0.5,0.2,1.3,2.3,10.7
2,27.0,39.0,13.0,21.3,2.4,4.9,0.492,0.6,1.6,0.393,1.8,3.4,0.538,0.554,1.3,1.5,0.817,0.7,1.7,2.4,3.1,0.8,0.2,1.0,2.0,6.7
1,25.0,37.0,10.0,29.6,6.0,14.5,0.411,1.3,4.2,0.31,4.7,10.4,0.452,0.455,2.3,2.8,0.819,0.5,3.4,3.9,4.5,1.0,0.2,2.7,2.3,15.6
4,30.0,38.0,0.0,15.0,1.7,4.6,0.382,0.9,2.6,0.36,0.8,1.9,0.411,0.486,0.2,0.4,0.643,0.5,3.1,3.6,0.9,0.4,0.2,0.5,1.7,4.7
3,34.0,25.0,0.0,11.2,1.1,2.2,0.5,0.5,1.1,0.481,0.6,1.1,0.519,0.62,0.2,0.5,0.5,0.2,2.6,2.8,0.4,0.8,0.0,0.6,0.9,2.9
2,24.0,32.0,0.0,14.2,2.0,5.0,0.404,0.6,2.0,0.317,1.4,3.1,0.459,0.466,0.7,0.9,0.759,0.5,0.9,1.4,1.1,0.3,0.2,0.7,1.5,5.4
1,20.0,39.0,29.0,29.7,5.8,13.9,0.417,0.8,2.1,0.388,5.0,11.8,0.422,0.446,2.3,2.6,0.871,0.6,2.4,3.0,2.7,0.5,0.1,2.2,2.6,14.6
2,21.0,39.0,2.0,20.1,2.6,6.1,0.427,1.7,4.4,0.388,0.9,1.8,0.522,0.565,0.8,0.9,0.811,0.3,1.2,1.5,0.9,0.4,0.2,0.5,2.0,7.7
2,28.0,31.0,29.0,25.7,3.3,8.1,0.406,1.9,5.0,0.377,1.4,3.1,0.454,0.522,0.9,1.0,0.844,0.4,2.5,2.9,2.0,1.3,0.4,0.8,2.4,9.3
4,24.0,39.0,38.0,30.5,5.8,10.0,0.575,0.7,2.1,0.346,5.1,7.9,0.635,0.611,2.5,3.1,0.795,1.4,5.1,6.5,2.8,1.0,0.7,1.7,3.0,14.7
1,22.0,38.0,38.0,33.2,6.5,11.2,0.576,0.0,0.0,0.0,6.5,11.2,0.576,0.576,3.3,5.7,0.588,2.1,7.0,9.1,7.9,1.3,0.8,3.4,2.7,16.3
2,29.0,33.0,7.0,21.0,2.7,7.3,0.369,0.5,2.0,0.227,2.2,5.3,0.423,0.4,1.5,1.8,0.803,0.5,1.9,2.4,2.2,0.5,0.4,1.4,1.6,7.3
2,19.0,6.0,0.0,7.3,0.8,3.0,0.278,0.0,1.0,0.0,0.8,2.0,0.417,0.278,0.2,0.7,0.25,0.0,1.2,1.2,0.3,0.0,0.0,0.5,0.5,1.8
2,24.0,38.0,18.0,26.1,2.4,6.1,0.395,1.2,3.7,0.338,1.2,2.5,0.479,0.496,1.4,1.8,0.765,0.8,2.0,2.8,4.1,1.8,0.3,1.4,2.5,7.4
1,21.0,26.0,26.0,28.0,4.9,11.0,0.446,1.4,3.9,0.366,3.5,7.1,0.489,0.511,1.8,2.7,0.686,0.6,2.2,2.8,4.0,1.3,0.4,3.1,2.5,13.0
1,30.0,22.0,0.0,24.4,3.9,9.3,0.415,1.1,3.5,0.329,2.7,5.9,0.465,0.476,0.4,0.5,0.667,0.0,1.9,1.9,3.0,0.5,0.3,1.1,2.4,9.2
2,33.0,11.0,4.0,20.2,2.5,7.2,0.342,1.1,3.5,0.308,1.4,3.6,0.375,0.418,0.7,0.9,0.8,0.0,1.6,1.6,1.9,1.0,0.3,1.0,1.7,6.7
5,32.0,15.0,1.0,10.2,1.2,3.0,0.4,0.4,0.9,0.429,0.8,2.1,0.387,0.467,0.7,0.8,0.833,0.9,2.1,3.0,0.8,0.1,0.5,0.7,1.5,3.5
2,27.0,37.0,4.0,17.8,2.4,5.2,0.455,1.2,3.2,0.393,1.1,2.0,0.554,0.576,0.7,0.8,0.9,0.4,1.7,2.1,0.8,0.4,0.2,0.4,1.2,6.7
4,21.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,21.0,23.0,8.0,17.7,2.2,5.6,0.388,0.9,2.7,0.323,1.3,2.9,0.448,0.465,1.0,1.3,0.767,1.8,2.5,4.3,1.0,0.7,0.6,0.7,1.5,6.2
2,25.0,38.0,0.0,15.9,2.2,5.3,0.414,1.0,2.9,0.342,1.2,2.4,0.5,0.507,0.8,0.9,0.909,0.3,1.6,1.8,1.4,0.3,0.1,1.0,0.8,6.2
2,28.0,1.0,0.0,7.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0
2,28.0,38.0,0.0,15.2,2.9,6.6,0.45,1.1,2.7,0.388,1.9,3.8,0.493,0.53,0.5,0.7,0.731,0.5,2.6,3.1,1.9,0.6,0.1,1.3,1.7,7.4
1,23.0,7.0,0.0,4.0,0.3,1.0,0.286,0.1,0.4,0.333,0.1,0.6,0.25,0.357,0.0,0.3,0.0,0.3,0.1,0.4,0.1,0.1,0.0,0.4,0.6,0.7
4,21.0,16.0,0.0,8.4,0.8,2.4,0.316,0.1,0.3,0.25,0.7,2.1,0.324,0.329,0.4,0.4,0.857,0.8,2.3,3.1,0.4,0.3,0.0,0.9,1.1,1.9
3,20.0,38.0,38.0,31.3,5.9,13.3,0.445,1.7,4.7,0.367,4.2,8.7,0.486,0.509,2.5,2.9,0.848,1.1,5.4,6.5,1.8,1.1,0.7,1.6,2.2,16.1
1,30.0,24.0,24.0,31.4,3.9,9.8,0.402,0.9,2.7,0.344,3.0,7.1,0.424,0.449,3.3,4.0,0.833,0.4,1.9,2.3,8.4,1.0,0.5,2.3,2.3,12.1
2,32.0,38.0,38.0,32.0,3.6,8.1,0.448,1.5,4.2,0.365,2.1,3.9,0.537,0.542,1.4,1.8,0.786,0.3,2.8,3.1,1.3,1.2,0.4,1.0,2.8,10.2
1,31.0,15.0,0.0,10.0,1.1,2.7,0.425,0.7,1.8,0.37,0.5,0.9,0.538,0.55,0.3,0.5,0.571,0.2,0.9,1.1,2.1,0.2,0.1,1.4,1.8,3.2
2,23.0,2.0,0.0,12.0,0.5,5.5,0.091,0.5,1.5,0.333,0.0,4.0,0.0,0.136,0.5,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0
5,26.0,28.0,2.0,15.7,2.6,4.9,0.537,0.5,1.3,0.429,2.1,3.6,0.574,0.592,1.1,1.5,0.698,1.5,2.7,4.1,1.1,0.3,0.6,0.8,3.0,6.8
2,22.0,7.0,0.0,7.1,0.9,2.3,0.375,0.6,1.3,0.444,0.3,1.0,0.286,0.5,0.9,1.3,0.667,0.3,1.0,1.3,0.4,0.1,0.0,0.3,0.6,3.1
4,30.0,16.0,5.0,15.1,1.3,3.4,0.364,0.3,1.4,0.227,0.9,2.1,0.455,0.409,0.7,0.8,0.846,0.4,1.9,2.3,0.5,0.7,0.2,0.6,2.2,3.5
2,28.0,39.0,39.0,34.7,8.3,18.7,0.442,2.5,7.3,0.349,5.7,11.4,0.502,0.51,2.1,2.6,0.81,0.4,3.8,4.2,2.1,1.2,0.7,1.7,2.1,21.1
5,27.0,29.0,29.0,30.0,5.1,9.5,0.542,0.0,0.0,0.0,5.1,9.5,0.542,0.542,1.6,2.6,0.627,4.8,6.5,11.3,2.0,0.8,0.4,1.4,2.3,11.9
2,24.0,23.0,0.0,5.7,0.4,1.0,0.435,0.0,0.3,0.143,0.4,0.7,0.563,0.457,0.3,0.4,0.889,0.0,1.0,1.0,0.4,0.1,0.1,0.5,1.0,1.3
4,33.0,24.0,0.0,14.9,1.5,3.5,0.429,1.2,3.0,0.397,0.3,0.5,0.636,0.601,0.5,0.7,0.688,0.3,1.8,2.1,0.6,0.4,0.4,0.6,1.4,4.7
5,23.0,39.0,39.0,33.8,8.0,16.2,0.493,1.7,4.6,0.382,6.2,11.6,0.536,0.547,4.4,5.3,0.829,3.3,8.9,12.2,3.0,0.9,1.9,3.0,3.7,22.1
2,20.0,3.0,0.0,6.7,1.3,4.3,0.308,0.7,1.7,0.4,0.7,2.7,0.25,0.385,0.0,0.7,0.0,0.0,1.3,1.3,0.0,0.0,0.0,0.3,0.3,3.3
2,23.0,32.0,3.0,22.3,3.5,8.0,0.44,0.6,1.6,0.385,2.9,6.4,0.454,0.479,2.6,3.3,0.8,0.5,2.4,2.9,1.8,0.4,0.3,1.8,1.7,10.3
4,33.0,37.0,37.0,35.1,2.7,6.7,0.407,1.9,4.8,0.385,0.9,1.9,0.464,0.546,0.5,0.8,0.613,1.4,5.0,6.4,1.0,1.2,0.4,0.9,3.1,7.8
1,30.0,38.0,1.0,24.6,3.3,7.1,0.459,0.1,0.8,0.129,3.2,6.3,0.502,0.467,0.9,1.4,0.692,0.6,4.2,4.8,3.9,0.6,0.3,2.0,1.9,7.6
5,22.0,37.0,37.0,27.9,5.3,10.5,0.509,0.7,1.9,0.391,4.6,8.6,0.535,0.544,1.5,2.2,0.695,1.4,5.7,7.1,1.8,0.4,2.8,1.6,2.7,12.9
5,31.0,25.0,0.0,5.7,0.9,1.1,0.821,0.0,0.0,0.0,0.9,1.1,0.821,0.821,0.2,0.5,0.5,0.4,0.9,1.3,0.4,0.1,0.5,0.3,0.8,2.1
1,23.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,26.0,30.0,10.0,18.8,5.0,8.6,0.575,0.3,1.0,0.3,4.7,7.6,0.611,0.593,2.6,3.1,0.819,1.8,5.4,7.2,1.0,0.4,0.8,1.3,2.7,12.8
1,24.0,35.0,13.0,26.3,3.7,9.1,0.408,1.6,4.5,0.357,2.1,4.6,0.457,0.495,1.1,1.5,0.784,0.4,2.1,2.6,4.3,0.9,0.2,1.3,1.6,10.2
4,23.0,39.0,32.0,26.8,3.0,6.4,0.464,0.8,2.1,0.395,2.2,4.3,0.497,0.528,1.8,2.4,0.742,2.0,6.7,8.7,2.1,0.8,0.9,1.3,2.8,8.5
5,28.0,37.0,37.0,30.9,8.5,15.9,0.535,1.1,3.0,0.378,7.4,12.9,0.571,0.571,2.2,2.9,0.783,2.6,9.1,11.7,3.6,1.0,1.2,2.0,2.0,20.4
2,37.0,28.0,0.0,25.5,5.2,12.6,0.414,1.3,4.0,0.319,3.9,8.6,0.458,0.465,2.4,3.5,0.701,0.9,2.7,3.6,3.9,0.6,0.5,2.3,1.7,14.1
5,21.0,10.0,0.0,5.8,1.1,2.8,0.393,0.6,1.3,0.462,0.5,1.5,0.333,0.5,0.3,0.6,0.5,0.3,1.1,1.4,0.7,0.1,0.0,0.4,0.9,3.1
2,27.0,1.0,0.0,11.0,3.0,9.0,0.333,1.0,6.0,0.167,2.0,3.0,0.667,0.389,0.0,2.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,7.0
1,28.0,37.0,37.0,34.5,8.8,19.8,0.441,3.3,9.1,0.364,5.5,10.8,0.506,0.525,4.6,5.6,0.822,0.4,3.8,4.3,6.0,1.3,0.5,2.4,1.6,25.4
1,28.0,32.0,32.0,34.5,7.7,17.3,0.444,1.6,5.3,0.302,6.1,12.0,0.507,0.49,3.8,5.5,0.697,0.5,3.2,3.6,8.7,1.5,0.9,3.8,2.2,20.7
1,24.0,28.0,0.0,9.3,1.7,3.6,0.471,0.0,0.3,0.0,1.7,3.4,0.511,0.471,0.4,0.8,0.522,0.4,1.0,1.4,0.5,0.4,0.2,0.4,1.3,3.9
3,24.0,21.0,20.0,28.7,5.2,12.1,0.431,2.4,6.6,0.367,2.8,5.5,0.509,0.531,2.1,2.6,0.833,0.3,3.7,4.0,2.3,1.1,0.3,2.6,3.0,15.0
1,29.0,15.0,0.0,8.0,1.1,2.3,0.457,0.4,0.9,0.462,0.7,1.5,0.455,0.543,0.3,0.4,0.833,0.0,1.0,1.0,1.5,0.4,0.0,0.6,0.4,2.9
3,25.0,34.0,27.0,31.0,7.1,14.2,0.499,1.9,4.4,0.439,5.2,9.9,0.525,0.566,2.4,2.9,0.828,0.7,3.3,4.0,1.5,1.2,0.7,1.2,2.9,18.5
2,24.0,3.0,0.0,5.3,0.3,1.0,0.333,0.0,0.3,0.0,0.3,0.7,0.5,0.333,0.7,0.7,1.0,0.0,1.7,1.7,0.0,0.0,0.3,0.3,0.0,1.3
5,22.0,8.0,0.0,3.1,0.6,1.3,0.5,0.4,0.9,0.429,0.3,0.4,0.667,0.65,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.0,0.0,0.1,0.1,1.6
1,30.0,30.0,30.0,34.7,8.2,19.6,0.418,1.1,4.7,0.232,7.1,14.9,0.478,0.446,3.6,5.6,0.633,1.3,9.5,10.8,10.0,2.7,0.3,4.6,3.5,21.1
1,24.0,30.0,18.0,22.8,2.9,6.4,0.453,0.6,1.8,0.321,2.3,4.6,0.504,0.497,0.9,1.1,0.788,0.4,2.5,2.9,3.5,1.0,0.4,1.4,1.7,7.2
4,26.0,3.0,0.0,2.0,0.0,0.7,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0
5,29.0,32.0,32.0,26.4,5.6,10.7,0.522,0.1,0.4,0.154,5.5,10.3,0.536,0.525,1.9,4.2,0.448,3.9,9.0,13.0,0.8,0.6,2.5,1.7,2.9,13.1
3,23.0,35.0,35.0,33.9,6.3,15.5,0.403,1.7,4.8,0.345,4.6,10.7,0.429,0.457,2.8,3.9,0.728,0.8,3.1,3.9,2.3,1.1,0.5,1.7,1.9,17.0
2,28.0,6.0,0.0,8.8,0.8,2.3,0.357,0.0,1.0,0.0,0.8,1.3,0.625,0.357,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.2,0.0,0.5,1.7,1.7
